Day,Temperature Min,Temperature Max,Wind Speed,Wind Gusts,Pressure,Precipitation,Precipitation Probability,Storm Probability,Freeze Probability,Ozone,Humidity,Visibility
2023-11-16,1.8,8.0,2.4,1017,0.2,16,0.0,23,69
2023-11-17,1.2,10.8,1.5,1012,1.5,22,0.0,23,68
2023-11-18,0.8,5.5,1.8,1012,20.5,93,0.0,32,95
2023-11-19,0.8,4.0,0.7,1020,1.0,16,0.0,41,91
2023-11-20,0.5,6.0,0.9,1015,0.3,26,0.0,38,90
2023-11-21,2.2,8.5,1.0,1011,0.0,10,0.0,24,78
2023-11-22,3.5,7.8,0.8,1015,3.1,49,0.0,20,92
